Contact ID,What is your current level of education?,Primary Associated Company ID,Number of Associated Deals,Omics Technology you are more interested in,Country/Region,City,Create Date,Level of Education,Last Activity Date,Original Source,Close Date,Days To Close,How difficult was it to take the couses?,How would you rate your experience?,Quote/Testimonial,Rate your experience,Rate your overall experience,Total Revenue,Was the previous course you took useful to complete this lesson?,Were the topics covered of interest?,What would you rate the workshop (1 poor - 5 excellent),Would you recommend the OmicsLogic Bioinformatics Research Fellowship Program to other students?,Would you recommend the course to anyone?,Associated Company
4833101,,6435356593,,,India,Pune,5/15/20 6:18,,4/29/21 11:00,Referrals,,,,,,,,,,,,,,Innoplexus
4833151,,6434723143,,,INDIA,Pune,5/15/20 6:11,,4/29/21 11:00,Referrals,,,,,,,,,,,,,,Innoplexus Pvt.Ltd.
4828251,,6434723152,,,india,Bhubaneswar,5/15/20 2:36,,,Direct Traffic,,,,,,,,,,,,,,Pondicherry University
4827301,High School Diploma,,,,US,Fort Riley,5/15/20 2:17,,,Direct Traffic,,,,,No,,,,,,,,,
4825551,,6422736649,1,,India,Pune,5/15/20 1:26,Post-Graduate (Post-doctorate),5/3/22 8:30,Offline Sources,,,,,,,,,,,,,,Innoplexus consulting services Pvt Ltd
4825251,Ph.D.,6538226849,4,,Czech Republic,Hradec Králové,5/15/20 1:18,,9/24/21 8:30,Organic Social,8/16/21 6:57,459,,,,,,,,,,,,"Charles University, Faculty of Pharmacy"
4824651,,6434919328,,,Malaysia,Kuala Lumpur,5/15/20 1:13,,,Direct Traffic,,,,,,,,,,,,,,UNIVERSITY SAINS MALAYSIA
4822101,,6435138341,,,India,Chennai,5/15/20 0:27,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering college
4821301,,6435060913,,,India,Kanpur,5/15/20 0:20,,4/29/21 11:00,Referrals,,,,,,,,,,,,,,Innoplexus
4818301,,6435247973,,,India,Nawegaon/bandh,5/14/20 23:25,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",2/18/22 8:00,Paid Social,,,,,,,,,,,,,,RTMNU
4816151,,6422895434,2,,India,Kurnool,5/14/20 22:29,,8/4/21 9:30,Paid Social,,,,,,,,,,,,,,Vellore institute of technology
4798201,M.Sc. Biotechnology,6435356582,1,,India,Agra,5/14/20 12:09,,2/18/22 8:00,Paid Social,5/14/20 12:33,1,,,This course helps me in enhancing my knowledge.,,,45,,,,,,Amity University
4795351,,6435329637,,,United States,Des Moines,5/14/20 10:37,,4/29/21 11:00,Referrals,,,,,,,,,,,,,,Iowa State University
4795201,,6435061025,,,India,Chennai,5/14/20 10:26,,,Direct Traffic,,,,,,,,,,,,,,Anna university
4774251,,6422819443,1,,United States,Houston,5/13/20 23:57,,7/28/21 10:30,Direct Traffic,,,,,,,,,,,,,,Houston Baptist University
4773801,,6435171957,,,India,Pune,5/13/20 23:56,,,Paid Social,,,,,,,,,,,,,,Dr.dy patil acs college
4773251,,6435138207,,,India,Kesinga,5/13/20 23:45,,,Paid Social,,,,,,,,,,,,,,Amity University
4773301,,6434889525,,,India,Bhubaneswar,5/13/20 23:44,,,Paid Social,,,,,,,,,,,,,,"Vellore Institute Of Technology, Vellore"
4772501,,6434947340,,,USA,Omaha,5/13/20 23:37,,,Direct Traffic,,,,,,,,,,,,,,University of Nebraska
4772001,,6434947384,,,India,Bilaspur,5/13/20 23:32,,,Paid Social,,,,,,,,,,,,,,Cec
4770901,Bsc Biotechnology,6435061002,,,INDIAN,VILLUPURAM,5/13/20 23:14,,2/25/21 7:00,Paid Social,,,,,No,,,,,,,,,Periyar University
4770251,,6435247987,,,India,surat,5/13/20 23:12,,,Paid Social,,,,,,,,,,,,,,veer narmad south gujarat university
4770351,,6435138310,,,India,Kalyan,5/13/20 23:08,,,Paid Social,,,,,,,,,,,,,,Stellar Marine Food processor
4770301,,6435101982,,,India,Dharamgarh,5/13/20 23:08,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Paid Social,,,,,,,,,,,,,,Khallikote university
4769501,,6435329586,,,United States,Wooster,5/13/20 23:00,,,Organic Social,,,,,,,,,,,,,,The Ohio State University
4768651,,6433574582,,,USA,Sacramento,5/13/20 22:48,,,Direct Traffic,,,,,,,,,,,,,,UC Merced
4768251,M.Sc. Bioinformatics,6422819439,1,,India,Aurangabad,5/13/20 22:41,,9/22/21 9:30,Organic Social,,,,,,,,,,,,,,Amrita School of Biotechnology
4767801,,6435329613,,,United States,Hartford,5/13/20 22:36,,,Direct Traffic,,,,,,,,,,,,,,University of Connecticut
4766301,,6433574700,2,,India,Chennai,5/13/20 22:11,,,Paid Social,,,,,,,,,,,,,,Sri venkateswara college of engineering
4766451,,6435216656,,,India,Bangalore,5/13/20 22:10,,,Paid Social,,,,,,,,,,,,,,Veterinary officer
4765051,,6435247988,,,India,Khanapur,5/13/20 21:48,,,Paid Social,,,,,,,,,,,,,,GITAM UNIVERSITY
4764251,,6435329652,,,India,MYSORE,5/13/20 21:42,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",8/21/21 14:24,Paid Social,,,,,,,,,,,,,,UNIVERSITY OF MYSORE
4764101,,6435138190,,,India,Delhi,5/13/20 21:39,,,Paid Social,,,,,,,,,,,,,,"Sri Venkateswara College, University of Delhi"
4763551,,6435329606,,,India,Cuttack,5/13/20 21:30,,11/29/21 9:00,Paid Social,,,,,,,,,,,,,,Delhi Technological University
4763351,,6435425913,,,India,Raipur,5/13/20 21:30,,,Paid Social,,,,,,,,,,,,,,Amity University Chhattisgarh
4762051,,6435216670,,,United States,Laurel,5/13/20 21:09,,,Organic Social,,,,,,,,,,,,,,Towson
4761701,,6435329596,,,India,Himmtanagar,5/13/20 21:06,,,Paid Social,,,,,,,,,,,,,,Gujarat University
4661501,,6434723102,2,,United States,San Jose,5/13/20 21:00,,,Organic Social,,,,,,,,,,,,,,factr.org
4759801,,6434723096,,,India,Cuttack,5/13/20 20:32,,,Paid Social,,,,,,,,,,,,,,SCB
4759851,,6435171946,,,Indis,Kolkata,5/13/20 20:30,,,Paid Social,,,,,,,,,,,,,,SRM University
4759701,,6435102023,,,India,Visakhapatnam,5/13/20 20:29,,2/19/21 5:30,Organic Social,,,,,,,,,,,,,,Gayatri Vidya Parishad College for Degree and PG Courses(A)
4759051,,6435216653,,,India,New Delhi,5/13/20 20:07,,2/25/21 7:00,Paid Social,,,,,,,,,,,,,,University of delhi
4758851,,6435216680,,,India,Lucknow,5/13/20 20:02,,,Paid Social,,,,,,,,,,,,,,TERI School of Advanced Studies
4758451,,6435247957,,,INDIA,Thane,5/13/20 19:51,,,Paid Social,,,,,,,,,,,,,,M. S. College
4753851,,6435171933,,,India,Mumbai,5/13/20 17:20,,,Paid Social,,,,,,,,,,,,,,Khalsa college
4753601,,6434995620,,,India,Hyderabad,5/13/20 17:16,,,Paid Social,,,,,,,,,,,,,,st anns college for women
4752351,,6435027226,,,India,Chennai,5/13/20 16:33,,,Organic Social,,,,,,,,,,,,,,Sri Venksteswara College Of Engineering
4752451,,6435216654,,,India,Pune,5/13/20 16:32,,,Paid Social,,,,,,,,,,,,,,"Sinhgad Institute of Pharmacy, Narhe, Pune"
4751751,,6435060890,2,,France,Compiegne,5/13/20 16:10,,1/29/21 9:00,Organic Social,,,,,,,,,,,,,,Utc compiegne
4750951,,6435316571,,,India,Patna,5/13/20 15:26,,2/25/21 7:00,Paid Social,,,,,,,,,,,,,,Dr D Y Patil Vidhyapeeth
4749551,,6435425916,2,,Switzerland,Ebmatingen,5/13/20 14:33,,4/14/21 10:30,Offline Sources,6/25/20 11:48,43,,,,,,,,,,,,University of Zurich
4748951,,6433574569,,,India,Rajahmundry,5/13/20 14:22,,,Organic Social,,,,,,,,,,,,,,JNTU
4748701,,6434754843,2,,India,Sahibabad,5/13/20 14:16,Undergraduate (Bachelors - B.Sc. or B.A.),1/8/22 7:30,Paid Social,,,,,,,,,,,,,,amity university
4748451,Second year of bsc biotechnology,6434754870,,,India,Pandharpur,5/13/20 14:14,,,Paid Social,,,,,,,,,,,,,,Abasaheb garaware college
4748101,,6435393721,,,India,Kurnool,5/13/20 14:08,,2/25/21 7:00,Organic Social,,,,,,,,,,,,,,ICAR-CIFE
4747201,,6433574689,,,INDIA,Bengaluru,5/13/20 13:51,,4/20/21 8:30,Paid Social,,,,,,,,,,,,,,NIMHANS
4746651,University Student (B.Sc Life Sciences),6435316565,,,India,Mumbai,5/13/20 13:42,,,Direct Traffic,,,,,,,,,,,,,,Mumbai University
4745251,,6435138209,,,United States,Houston,5/13/20 13:19,,,Organic Social,,,,,,,,,,,,,,UTMDAAC
4745151,,6435061003,,,India,Bangalore,5/13/20 13:17,,,Paid Social,,,,,,,,,,,,,,BMS College of engineering
4744401,,6435101988,,,India,Bardhaman,5/13/20 13:07,,,Paid Social,,,,,,,,,,,,,,ITM University
4744251,,6434995611,,,91,Siliguri,5/13/20 13:04,,,Organic Social,,,,,,,,,,,,,,OPJS UNIVERSITY
4743251,,6435060876,,,India,Nagpur,5/13/20 12:43,,2/19/21 5:30,Paid Social,,,,,,,,,,,,,,Nagpur university
4742601,,6435425927,,,India,Kolkata,5/13/20 12:36,,2/19/21 5:30,Organic Social,,,,,,,,,,,,,,North Bengal University
4728201,,6435171952,,,india,lucknow,5/13/20 12:33,,,Organic Social,,,,,,,,,,,,,,"Sri venketaswara college,delhi university"
4742551,,6435061006,,,Indian,Delhi,5/13/20 12:32,,3/15/21 10:00,Paid Social,,,,,,,,,,,,,,Central University of punjab
4740701,,6434919257,,,India,delhi,5/13/20 12:06,,,Paid Social,,,,,,,,,,,,,,iihmr
4737801,,6434889516,,,India,Coimbatore,5/13/20 11:21,,2/25/21 7:00,Paid Social,,,,,,,,,,,,,,Bharathiar University
4737601,,6435316630,,,India,RAIPUR,5/13/20 11:17,,2/19/21 5:30,Paid Social,,,,,,,,,,,,,,Amity University
4737501,,6435329667,,,India,Vapi,5/13/20 11:15,,,Paid Social,,,,,,,,,,,,,,NIPER- Raebareli
4737001,,6434754854,,,Malaysia,Kuala Lumpur,5/13/20 11:13,,,Organic Social,,,,,,,,,,,,,,PURCSI
4736901,,6433574707,,,Sri Lanka,Katubedda,5/13/20 11:13,,4/15/21 10:00,Direct Traffic,,,,,,,,,,,,,,University of Colombo
4733601,,6434723150,,,India,Solapur,5/13/20 10:27,,,Paid Social,,,,,,,,,,,,,,Walchand college
4730751,,6435027216,,,India,Upleta,5/13/20 10:01,,,Paid Social,,,,,,,,,,,,,,Bhakta kavi narsinha maheta University
4727401,,6434995624,,,India,Bilimora,5/13/20 9:12,,2/19/21 5:30,Organic Social,,,,,,,,,,,,,,Navsari Agricultural University
4727201,,6434919337,,,India,Chennai,5/13/20 9:08,,2/19/21 5:30,Paid Social,,,,,,,,,,,,,,University of Madras (Women's Christian College)
4725801,,6434919301,,,India,Madurai,5/13/20 8:44,,,Organic Social,,,,,,,,,,,,,,Indian Agricultural Research Institute
4725551,,6433574681,,,India,Raipur,5/13/20 8:42,,,Paid Social,,,,,,,,,,,,,,Amity University Chhattisgarh
4724601,,6435216565,,,India,Raipur,5/13/20 8:31,,,Paid Social,,,,,,,,,,,,,,Amity University Chhattisgarh
4723851,,6435393696,,,India,Raipur,5/13/20 8:25,,,Paid Social,,,,,,,,,,,,,,Amity University Chhattisgarh
4723001,,6538226841,5,,India,Vadodara,5/13/20 8:16,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/6/22 21:30,Paid Social,,,,,,,,,,,,,,M.S. University of Baroda
4722601,,6435061042,,,India,Chennai,5/13/20 8:08,,,Paid Social,,,,,,,,,,,,,,Prathyusha engineering college
4719051,,,2,,India,Chennai,5/13/20 7:56,,6/21/21 9:00,Referrals,,,,,,,,,,,,,,
4720651,,6435425933,,,India,Vijayawada,5/13/20 7:41,,,Paid Social,,,,,,,,,,,,,,Acharya Nagarjuna University
4718801,,6435316614,,,India,Pune,5/13/20 7:19,,,Paid Social,,,,,,,,,,,,,,Ajeenkya D.Y Patil University
4717201,,6435172016,,,India,Guntur,5/13/20 6:54,,,Paid Social,,,,,,,,,,,,,,Ntr University of Health sciences
4716951,,6435102063,,,India,Chengalpet,5/13/20 6:51,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4716701,,6434995582,,,India,Pune,5/13/20 6:45,,,Paid Social,,,,,,,,,,,,,,College
4716501,bsc in biotechnology and microbiology,6435027234,5,yes absolutely,Srilanka,Mannar,5/13/20 6:43,,2/18/22 8:00,Organic Social,7/20/20 1:00,68,Extremely difficult,,nothing,1,,,No,,5,,No,edinburgh napier university
4715901,,6435393698,,,India,Palanpur,5/13/20 6:31,,,Paid Social,,,,,,,,,,,,,,Pacific university Udaipur
4715501,,6434889498,,,India,Madurai,5/13/20 6:21,,,Paid Social,,,,,,,,,,,,,,"MDCRC, COIMBATORE"
4714401,,6435356556,,,India,Delhi,5/13/20 6:08,,,Paid Social,,,,,,,,,,,,,,University of delhi
4714301,,6617248156,2,,Nigeria,"Kano,tarauni",5/13/20 6:04,,,Organic Social,,,,,,,,,,,,,,"Federal university dutse,nigeria"
4713601,,6435425897,,,India,Delhi,5/13/20 5:57,,,Email Marketing,,,,,,,,,,,,,,NIPB
4713301,,6434995632,,,Bangladesh,Dhaka,5/13/20 5:45,,4/29/21 11:00,Organic Social,,,,,,,,,,,,,,University
4712701,,6435393619,2,,India,Chennai,5/13/20 5:28,,6/21/21 9:00,Direct Traffic,,,,,,,,,,,,,,B. S Abdur rahman crescent Institute of science and technology
4712651,,6435216690,,,India,Chennai,5/13/20 5:26,,2/22/21 4:26,Paid Social,,,,,,,,,,,,,,Ethiraj college for women
4665751,,6435329600,1,,India,Cuddalore,5/13/20 4:23,Undergraduate (Bachelors - B.Sc. or B.A.),5/19/22 8:30,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering college
4708551,,6435393713,,,India,Jabalpur,5/13/20 4:20,,,Paid Social,,,,,,,,,,,,,,St. Aloysius College
4707951,,6434995615,,,India,Aizawl,5/13/20 4:04,,,Paid Social,,,,,,,,,,,,,,Indian Institute of Science Education and Research Kolkata
4705451,,6435425928,,,Malaysia,Kuala Lumpur,5/13/20 3:07,,,Organic Social,,,,,,,,,,,,,,Shanghai jiaotong University
4704001,,6434947397,,,India,Bodinayakanur,5/13/20 2:28,,,Paid Social,,,,,,,,,,,,,,Vivekanandha educational institutions
4702451,,6433574678,,,India,Mumbai,5/13/20 2:01,,,Paid Social,,,,,,,,,,,,,,D Y Patil
4700151,,6435216709,,,India,Kolhapur,5/13/20 1:27,,,Paid Social,,,,,,,,,,,,,,Shivaji University kolhapur
4698551,,6434754899,,,India,Navsari,5/13/20 1:25,,,Paid Social,,,,,,,,,,,,,,Uka Tarsadia university
4697001,,6422736701,2,,India,salem,5/13/20 1:19,,9/24/21 8:30,Paid Social,,,,,,,,,,,,,,Vivekanandha College of Engineering for Women
4699151,,6435102036,,,India,KHARAR,5/13/20 1:11,,,Organic Social,,,,,,,,,,,,,,Chandigarh University
4696801,,6434889475,,,India/northeast,Guwahati,5/13/20 0:46,,,Organic Social,,,,,,,,,,,,,,Gauhati university
4249301,,6434723086,,,India,Burdwan,5/13/20 0:39,,,Organic Social,,,,,,,,,,,,,,Banaras Hindu University
4697451,,6434947366,,,India,Delhi,5/13/20 0:38,,2/19/21 5:30,Paid Social,,,,,,,,,,,,,,Delhi Technological University
4697151,,6435138185,,,Tamil nadu,Coimbatore,5/13/20 0:34,,,Paid Social,,,,,,,,,,,,,,Vivekanandha college of engineering for women
4696201,,6435461942,,,India,Madurai,5/13/20 0:31,,,Organic Social,,,,,,,,,,,,,,SASTRA University
4696601,,6422882091,1,,Sri Lanka,Colombo,5/13/20 0:26,,4/22/22 10:00,Direct Traffic,,,,,,,,,,,,,,Bandarannaike Memorial Ayurveda Research Institute
4695401,,6435316588,,,India,Udaipur,5/13/20 0:18,,,Organic Social,,,,,,,,,,,,,,University
4694801,,6435138309,,,India,Kalyani,5/13/20 0:12,,4/15/21 10:00,Organic Social,,,,,,,,,,,,,,Netaji Subhas Chandra Bose Institute Of Pharmacy
4694451,Post Graduation,,,,India,Banglpre,5/13/20 0:06,,,Organic Social,,,,,,,,,,,,,,
4693851,,6433574520,,,India,New Delhi,5/13/20 0:05,,,Paid Social,,,,,,,,,,,,,,Mahatma Gandhi University
4691151,,6435356589,,,India,Chennai,5/12/20 23:20,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4690151,,6434919297,,,India,Thrissur,5/12/20 22:57,,2/19/21 5:30,Paid Social,,,,,,,,,,,,,,Rajagiri School of Engineering and Technology
4687551,,6434919291,,,United States,Tuskegee,5/12/20 22:07,,,Direct Traffic,,,,,,,,,,,,,,Tuskegee University
4687301,,6434754849,2,,Australia,Jordan Springs,5/12/20 22:02,,4/26/21 8:30,Organic Social,,,It was not hard neither too easy,,,5,,,,,,,Yes,UNSW
4686901,,6434754850,,,India,Krishnagar,5/12/20 21:56,,2/19/21 5:30,Organic Social,,,,,,,,,,,,,,Jadavpur University
4686301,,6435027289,,,Sri Lanka,Madampe,5/12/20 21:25,,,Organic Social,,,,,,,,,,,,,,Wayamba University of Sri Lanka
4685851,,6435425968,,,India,Pratapgarh,5/12/20 21:03,,,Paid Social,,,,,,,,,,,,,,Jaipur national university
4684501,,6422220830,1,,India,Palamu,5/12/20 20:20,,8/4/21 9:30,Paid Social,,,,,,,,,,,,,,NIMS University
4683201,,6434947257,,,India,Latur,5/12/20 19:54,,,Organic Social,,,,,,,,,,,,,,Government College of pharmacy Aurangabad
4682751,,6435461806,,,India,Bareilly,5/12/20 19:30,,,Organic Social,,,,,,,,,,,,,,NIT Hamirpur
4682401,,6435393673,,,India,Ahmedabad,5/12/20 19:08,,,Organic Social,,,,,,,,,,,,,,Gujarat University
4682201,,6434919271,,,India,Chennai,5/12/20 18:55,,,Organic Social,,,,,,,,,,,,,,Srm
4681951,,6434919298,,,India,New Delhi,5/12/20 18:28,,,Paid Social,,,,,,,,,,,,,,Jaypee institute of information technology noida-62
4681651,,6434995580,,,USA,Allen,5/12/20 18:22,,3/1/22 10:00,Direct Traffic,,,,,,,,,,,,,,Texas A&M University
4679001,,,,,Bangladesh,,5/12/20 13:42,,,Organic Search,,,,,,,,,,,,,,
5622751,,6434723158,2,,Usa,San Diego,5/12/20 13:04,,3/1/22 10:00,Direct Traffic,,,,,,,,,,,,,,Ucsd
4677051,,6616934039,2,,Nigeria,Zaria,5/12/20 11:20,,,Organic Social,,,,,,,,,,,,,,Met Ltd
4670401,,6434754851,,,India,Chennai,5/12/20 9:59,,4/20/21 8:30,Direct Traffic,,,,,,,,,,,,,,University
4674401,,6435316620,,,Indonesia,Jakarta Selatan,5/12/20 9:15,,1/29/21 9:00,Organic Social,,,,,,,,,,,,,,Eijkman Institute for Molecular Biology
4672151,,6434723099,,,India,Chennai,5/12/20 7:22,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4671451,,2389430059,,,PL,W,5/12/20 7:07,,11/10/20 8:00,Referrals,,,,,,,,,,,,,,Grupa o2
4670751,,6435171999,,,India,Tiruvallur,5/12/20 5:52,,,Direct Traffic,,,,,,,,,,,,,,Anna University
4670651,Ug,6434754853,,,India,Chennai,5/12/20 5:27,,,Direct Traffic,,,,,No,,,,,,,,,Rajalakshmi Engineering College
4670551,,6434889479,,,india,chennai,5/12/20 5:18,,2/19/21 5:30,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4670251,,6435425900,,,India,Thirupattur,5/12/20 5:06,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4670201,,6435102050,,,India,Chennai,5/12/20 5:04,,3/28/22 10:00,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4669901,,6616955484,2,,Nigeria,Ibadan,5/12/20 4:48,,,Organic Social,,,,,,,,,,,,,,University of Ibadan
4669351,,6616945978,2,,Nigeria,Ado-Ekiti,5/12/20 4:25,,7/28/21 10:30,Offline Sources,,,,,,,,,,,,,,Ekiti State University
4668201,"B.tech, Biotechnology 3rd year",6435216648,,,India,Chennai,5/12/20 3:25,,4/21/21 10:00,Direct Traffic,,,,,I need  some information useful to me,,,,,,,,,Rajalakshmi engineering college
4668401,,6435247921,,,INDIA,CHENNAI,5/12/20 3:20,,,Direct Traffic,,,,,,,,,,,,,,RAJALAKSHMI ENGINEERING COLLEGE
4668351,B.Sc,,,,Germany,München,5/12/20 3:13,,,Organic Social,,,,,,,,,,,,,,
4668051,,6434889528,,,India,Vellore,5/12/20 3:01,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4667751,,6434919276,,,India,Chennai,5/12/20 2:50,,2/19/21 5:30,Direct Traffic,,,,,,,,,,,,,,Rajalashimi engineering college
4667201,,6435329658,,,India,Chennai,5/12/20 2:46,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4667251,,6435216674,,,India,Chennai,5/12/20 2:32,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4667101,,6435060911,,,India,Madurai,5/12/20 2:16,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4667601,,6435461954,,,INDIA,CHENNAI,5/12/20 2:11,,,Direct Traffic,,,,,,,,,,,,,,RAJALAKSHMI ENGINEERING COLLEGE
4667551,,6433574683,,,India,Vandavasi,5/12/20 2:06,,2/19/21 5:30,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering college
4667301,UG,6435247922,,,India,Chennai,5/12/20 1:59,,,Direct Traffic,,,,,,,,,,,,,,Rec
4667051,,6435329659,,,India,Chennai,5/12/20 1:48,,,Direct Traffic,,,,,,,,,,,,,,"Sankara Nethralaya, Chennai"
4666951,,6433574679,,,India,Chennai,5/12/20 1:42,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4666751,,6435356566,,,India,Chennai,5/12/20 1:39,,11/29/21 9:00,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4666651,,6435172001,,,India,Arni,5/12/20 1:38,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4666451,,6435102035,,,India,Chennai,5/12/20 1:29,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering college
4666301,,6435102001,,,India,Theni,5/12/20 1:26,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4666201,,6435102020,,,India,Kanchipuram,5/12/20 1:25,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4665501,,6434995629,,,India,Chennai,5/12/20 1:19,,2/25/21 7:00,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4665901,2 year b tech biotechnology,6435060855,2,,India,chennai,5/12/20 1:16,,2/19/21 5:30,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering college
4665951,High school,6435138195,,,India,Chennai,5/12/20 1:16,,11/10/20 8:00,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4665851,,6435461931,,,India,Chennai,5/12/20 1:14,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4665551,,6434889526,,,India,Chennai,5/12/20 1:11,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4665451,,6434723109,,,India,Chennai,5/12/20 1:11,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4665401,,6435027285,,,India,Kanchipuram,5/12/20 1:09,,2/25/21 7:00,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4665301,,6435171976,,,India,Chennai,5/12/20 1:06,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi engineering college
4665251,,6435425921,,,India,Chennai,5/12/20 1:02,,,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4665151,,6435102021,,,India,Chennai,5/12/20 1:00,,4/22/22 10:00,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering college
4665051,,6435216671,,,India,Chennai,5/12/20 1:00,,2/25/21 7:00,Direct Traffic,,,,,,,,,,,,,,Rajalakshmi Engineering College
4631901,,6434947363,,,USA,El Paso,5/11/20 23:20,,,Organic Social,,,,,,,,,,,,,,Schreiner University
4663101,,6435393694,,,US,Redwood City,5/11/20 21:37,,,Direct Traffic,,,,,,,,,,,,,,N/a
4660201,,6616938289,2,,Nigeria,Asaba,5/11/20 17:43,,,Organic Social,,,,,,,,,,,,,,Delta State University
4658901,,6616925829,2,,Nigeria,Warri,5/11/20 14:57,,,Organic Social,,,,,,,,,,,,,,Delta state university
4657751,,6434889507,,,Waterford,Waterford,5/11/20 13:47,,,Organic Social,,,,,,,,,,,,,,Waterford Institute of Technology
4657601,,6434995619,,,Indian,Balaghat,5/11/20 13:26,,,Organic Social,,,,,,,,,,,,,,Sardar Patel University Balaghat MP
4657301,,6616945848,2,,Tunisia,Mahdia,5/11/20 13:03,,,Organic Social,,,,,,,,,,,,,,IEEE
4655301,,6435247918,,,Romania,Timisoara,5/11/20 11:42,,,Organic Social,,,,,,,,,,,,,,West University of Timisoara
4651001,,6616938293,2,,Kenya,Mombasa,5/11/20 9:05,,,Organic Social,,,,,,,,,,,,,,Kenyan Marine and Fisheries Research Institute
4649051,,6435060907,,,India,Chandigarh,5/11/20 7:48,,,Organic Social,,,,,,,,,,,,,,Panjab University
4643601,,6434754885,2,,India,Chennai,5/11/20 2:32,,6/21/21 9:00,Offline Sources,,,,,,,,,,,,,,Bhavan's Rajaji Vidhyashram
4640301,,6434889480,,,US,San Diego,5/10/20 23:47,,,Direct Traffic,,,,,,,,,,,,,,CCA
4632501,Ph.D,,,,United Kingdom,Norwich,5/10/20 11:08,,,Organic Search,,,,,,,,,,,,,,
4629351,,6435027465,,,United States,Boston,5/10/20 7:53,,,Organic Social,,,,,,,,,,,,,,Northeastern University
4627001,,6434754856,,,Indonesia,Jakarta Selatan,5/10/20 3:27,,2/25/21 7:00,Organic Social,,,,,,,,,,,,,,BATAN
4621301,B.sc zoology,6434919314,3,,India,Kolkata,5/9/20 17:41,,3/1/22 10:00,Offline Sources,,,,,"Are scholarships provided for paid courses, workshops.",,,,,,,,,LBC COLLEGE
4621051,,6435393641,,,UK,London,5/9/20 17:38,,,Organic Social,,,,,,,,,,,,,,"University of London, Royal Holloway"
4619851,Master degree,3847518561,,,Irbid,Jordan,5/9/20 15:09,,,Direct Traffic,,,,,,,,,,,,,,Jordan University of Science and Technology
4619151,,6435461951,,,Pakistan,Faisalabad,5/9/20 14:06,,,Organic Social,,,,,,,,,,,,,,University of Agriculture Faisalabad
4618151,Post Graduation,,,,India,Panipat,5/9/20 13:25,,,Organic Social,,,,,,,,,,,,,,
4616851,B.tech,,,,India,Ranchi,5/9/20 11:53,,,Organic Social,,,,,,,,,,,,,,
4615201,,6435316560,,,India,Haldia,5/9/20 9:39,,4/15/21 10:00,Direct Traffic,,,,,,,,,,,,,,IISER kolkata
4609201,PhD in Immunology,6435247960,13,,UK,London,5/9/20 0:13,,4/19/21 6:35,Direct Traffic,5/9/20 1:48,1,Extremely easy,,The training platform is great.,3,,615,Yes,,,,Yes,PB
4608251,Undergraduate Student,,,,Australia,Adelaide,5/8/20 22:23,,3/10/21 17:00,Organic Search,,,,,,,,,,,,,,
4607801,,6434723125,2,,Pakistan,Karachi,5/8/20 21:38,,4/12/22 10:00,Organic Social,,,,,,,,,,,,,,SZABIST
4606951,,6435393689,2,,Mexico,Lerma,5/8/20 20:00,,,Organic Social,,,,,,,,,,,,,,Metropolitan Autonomus University
4606451,Undergraduate,,2,,Egypt,Cairo,5/8/20 19:15,,,Organic Social,,,,,,,,,,,,,,
